Name,Publisher,Year,Genre,Generation,Platform,Platform_type,Platform_company,Platform_Multi,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Batman: Arkham City,Warner Bros. Interactive Entertainment,2011,Action,7,PS3,Traditional,Sony,Multi,2.7,1.91,0.11,0.8,5.5200000000000005
Dragon Ball Z: Budokai 2,Atari,2003,Fighting,6,PS2,Traditional,Sony,Multi,1.63,0.22,0.51,0.06,2.42
Hannah Montana: The Movie,Disney Interactive Studios,2009,Adventure,7,DS,Portable,Nintendo,Multi,0.38,0.25,0.0,0.07,0.7
Baku Baku,Sega,1995,Puzzle,5,SAT,Traditional,Sega,Native,0.0,0.0,0.05,0.0,0.05
Rodea the Sky Soldier,Nippon Ichi Software,2015,Action,8,3DS,Portable,Nintendo,Multi,0.03,0.0,0.0,0.0,0.03
Codename: Kids Next Door: Game Boy Advance Video Volume 1,Unknown,2004,Misc,6,GBA,Portable,Nintendo,Native,0.12,0.05,0.0,0.0,0.16999999999999998
Knockout Kings 2002,Electronic Arts,2002,Sports,6,XB,Traditional,Microsoft,Multi,0.2,0.06,0.0,0.01,0.27
Bomberman II,Hudson Soft,1991,Puzzle,3,NES,Traditional,Nintendo,Native,0.16,0.03,0.15,0.1,0.43999999999999995
NPPL: Championship Paintball 2009,Activision Value,2008,Shooter,7,PS3,Traditional,Sony,Multi,0.15,0.0,0.0,0.01,0.16
Little Battlers eXperience: Baku Boost,Nintendo,2012,Action,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.21,0.0,0.21
Wildstar,NCSoft,2014,Role-Playing,8,PC,PC,PC,Native,0.08,0.07,0.0,0.02,0.17
The Legend of Spyro: A New Beginning,Vivendi Games,2006,Platform,7,DS,Portable,Nintendo,Multi,0.34,0.01,0.0,0.03,0.38
Heisei Kyouiku linkai DS,Namco Bandai Games,2006,Misc,7,DS,Portable,Nintendo,Native,0.0,0.0,0.21,0.0,0.21
Classic Action: Devilish,505 Games,2005,Misc,7,DS,Portable,Nintendo,Native,0.06,0.0,0.0,0.0,0.06
ZombiU,Ubisoft,2016,Action,8,PS4,Traditional,Sony,Multi,0.0,0.04,0.01,0.01,0.060000000000000005
Binary Star,Idea Factory,2014,Adventure,8,PSV,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
LEGO Star Wars II: The Original Trilogy,LucasArts,2006,Action,7,DS,Portable,Nintendo,Multi,0.96,0.04,0.0,0.08,1.08
Dragon Quest VIII: Journey of the Cursed King,Square Enix,2015,Role-Playing,8,3DS,Portable,Nintendo,Multi,0.0,0.0,0.86,0.0,0.86
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,Namco Bandai Games,2015,Adventure,7,PS3,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Petz Sports,Ubisoft,2008,Simulation,7,Wii,Traditional,Nintendo,Native,0.42,0.01,0.0,0.04,0.47
Star Wars: Battlefront II,LucasArts,2005,Shooter,6,PC,PC,PC,Multi,0.02,0.13,0.0,0.03,0.18
Donkey Kong Barrel Blast,Nintendo,2007,Racing,7,Wii,Traditional,Nintendo,Native,0.2,0.26,0.11,0.06,0.6300000000000001
Lilpri DS: Hime-Chen! Apple Pink,Sega,2010,Adventure,7,DS,Portable,Nintendo,Native,0.0,0.0,0.02,0.0,0.02
Jet Moto 3,Sony Computer Entertainment,1999,Racing,5,PS,Traditional,Sony,Native,0.41,0.28,0.0,0.05,0.74
Cars Mater-National Championship,THQ,2007,Racing,7,Wii,Traditional,Nintendo,Native,0.46,0.0,0.0,0.04,0.5
Gravity Rush,Sony Computer Entertainment,2012,Action,8,PSV,Portable,Sony,Native,0.26,0.2,0.09,0.1,0.65
Wonder Pets! Save the Animals!,Take-Two Interactive,2008,Adventure,7,DS,Portable,Nintendo,Native,0.33,0.0,0.0,0.02,0.35000000000000003
ABBA: You Can Dance,Ubisoft,2011,Misc,7,Wii,Traditional,Nintendo,Native,0.19,0.5,0.0,0.11,0.7999999999999999
Teenage Mutant Ninja Turtles,Konami Digital Entertainment,2007,Action,7,Wii,Traditional,Nintendo,Multi,0.0,0.01,0.0,0.0,0.01
Jim Henson's Muppets in Spy Muppets: License to Croak,TDK Mediactive,2003,Action,6,GBA,Portable,Nintendo,Native,0.04,0.01,0.0,0.0,0.05
Riven: The Sequel to Myst,Acclaim Entertainment,1997,Adventure,5,PS,Traditional,Sony,Multi,0.18,0.12,0.0,0.02,0.32
Lock On: Modern Air Combat,Ubisoft,2003,Simulation,6,PC,PC,PC,Native,0.0,0.03,0.0,0.01,0.04
Wangan Midnight,Genki,2007,Racing,7,PS3,Traditional,Sony,Native,0.0,0.0,0.03,0.0,0.03
Super Mario Bros. 3,Nintendo,1988,Platform,3,NES,Traditional,Nintendo,Multi,9.54,3.44,3.84,0.46,17.28
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,Blast! Entertainment Ltd,2009,Action,7,DS,Portable,Nintendo,Native,0.09,0.0,0.0,0.01,0.09999999999999999
Tokimeki Memorial Girl's Side Premium: 3rd Story,Konami Digital Entertainment,2012,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.07,0.0,0.07
Spectral Force Genesis,Nobilis,2008,Role-Playing,7,DS,Portable,Nintendo,Native,0.08,0.0,0.01,0.01,0.09999999999999999
Family Party: 30 Great Games Winter Fun,D3Publisher,2010,Sports,7,Wii,Traditional,Nintendo,Native,0.21,0.0,0.0,0.01,0.22
Fire ProWrestling S: 6Men Scramble,Human Entertainment,1996,Fighting,5,SAT,Traditional,Sega,Native,0.0,0.0,0.12,0.0,0.12
Picross 3D,Nintendo,2009,Puzzle,7,DS,Portable,Nintendo,Native,0.3,0.03,0.16,0.03,0.52
Disney Princess: Enchanting Storybooks,THQ,2011,Misc,7,Wii,Traditional,Nintendo,Multi,0.26,0.11,0.0,0.04,0.41
Wii Fit U,Nintendo,2013,Sports,8,WiiU,Traditional,Nintendo,Native,0.39,0.24,0.21,0.06,0.8999999999999999
FIFA Soccer 11,Electronic Arts,2010,Sports,7,Wii,Traditional,Nintendo,Multi,0.26,0.69,0.0,0.12,1.0699999999999998
Sound Novel Evolution 1: Otogirisou Sosei-Hen,ChunSoft,1999,Adventure,5,PS,Traditional,Sony,Native,0.0,0.0,0.16,0.01,0.17
Thunder Force V: Perfect System,TechnoSoft,1998,Shooter,5,PS,Traditional,Sony,Native,0.03,0.02,0.0,0.0,0.05
Imagine: Fashion Stylist,Ubisoft,2010,Simulation,7,DS,Portable,Nintendo,Native,0.13,0.0,0.0,0.01,0.14
Phantasy Star Portable 2,Sega,2009,Role-Playing,7,PSP,Portable,Sony,Native,0.08,0.11,0.62,0.06,0.8700000000000001
MotoGP 2,THQ,2003,Racing,6,XB,Traditional,Microsoft,Native,0.07,0.02,0.0,0.0,0.09000000000000001
Lupin the 3rd: Treasure of the Sorcerer King,505 Games,2002,Adventure,6,PS2,Traditional,Sony,Native,0.02,0.02,0.25,0.01,0.3
Ben 10 Ultimate Alien: Cosmic Destruction,D3Publisher,2010,Platform,7,Wii,Traditional,Nintendo,Multi,0.17,0.1,0.0,0.02,0.29000000000000004
Spy Hunter 2,Midway Games,2003,Racing,6,PS2,Traditional,Sony,Multi,0.24,0.19,0.0,0.06,0.49
Memories Off,5pb,2008,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
RayCrisis: Series Termination,JVC,1999,Shooter,5,PS,Traditional,Sony,Native,0.01,0.01,0.0,0.0,0.02
The First Templar,Kalypso Media,2011,Action,7,X360,Traditional,Microsoft,Multi,0.06,0.04,0.0,0.01,0.11
Bass Strike,THQ,2001,Sports,6,PS2,Traditional,Sony,Native,0.14,0.11,0.0,0.04,0.29
007: Tomorrow Never Dies,Electronic Arts,1999,Shooter,5,PS,Traditional,Sony,Native,1.72,1.33,0.0,0.16,3.21
Star Wars: Super Bombad Racing,LucasArts,2001,Racing,6,PS2,Traditional,Sony,Native,0.08,0.06,0.0,0.02,0.16
Jikkyou Powerful Pro Yakyuu 2013,Konami Digital Entertainment,2013,Sports,8,PSV,Portable,Sony,Multi,0.0,0.0,0.1,0.0,0.1
Transformer: Rise of the Dark Spark,Activision,2014,Action,7,X360,Traditional,Microsoft,Multi,0.09,0.07,0.0,0.02,0.18
Mini Ninjas,Eidos Interactive,2009,Action,7,PC,PC,PC,Multi,0.0,0.02,0.0,0.0,0.02
Fate/Tiger Colosseum,Capcom,2007,Fighting,7,PSP,Portable,Sony,Native,0.0,0.0,0.08,0.0,0.08
Resident Evil Zero,Capcom,2016,Action,8,XOne,Traditional,Microsoft,Multi,0.05,0.02,0.0,0.01,0.08
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Namco Bandai Games,2011,Action,7,DS,Portable,Nintendo,Native,0.0,0.0,0.03,0.0,0.03
Ring of Red,Konami Digital Entertainment,2000,Strategy,6,PS2,Traditional,Sony,Native,0.06,0.04,0.0,0.01,0.11
Mike Tyson's Punch-Out!!,Nintendo,1987,Fighting,3,NES,Traditional,Nintendo,Native,2.03,0.47,0.45,0.07,3.02
Siren,Sony Computer Entertainment,2003,Adventure,6,PS2,Traditional,Sony,Native,0.09,0.07,0.0,0.02,0.18
Akiba's Trip Plus,Acquire,2012,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.08,0.0,0.08
Sega Smash Pack,Atari,2002,Misc,6,GBA,Portable,Nintendo,Native,0.23,0.08,0.0,0.01,0.32
Demon Gaze 2,Experience Inc.,2014,Role-Playing,8,PSV,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
Rampage World Tour,GT Interactive,1997,Action,5,PS,Traditional,Sony,Multi,0.47,0.32,0.0,0.06,0.8500000000000001
Dungeon Maker II: The Hidden War,Global A Entertainment,2007,Role-Playing,7,PSP,Portable,Sony,Native,0.06,0.0,0.0,0.01,0.06999999999999999
Skylanders: Spyro's Adventure,Activision,2011,Action,7,PS3,Traditional,Sony,Multi,0.39,0.4,0.0,0.16,0.9500000000000001
Kirby: Nightmare in Dream Land,Nintendo,2002,Platform,6,GBA,Portable,Nintendo,Native,1.22,0.1,0.91,0.04,2.27
Ski-Doo Snowmobile Challenge,PQube,2009,Racing,7,PS3,Traditional,Sony,Multi,0.1,0.0,0.0,0.01,0.11
Derby Jockey 2,Asmik Corp,1995,Sports,4,SNES,Traditional,Nintendo,Native,0.0,0.0,0.1,0.0,0.1
Republique,Nippon Ichi Software,2016,Action,8,PS4,Traditional,Sony,Native,0.0,0.01,0.01,0.0,0.02
NCAA Final Four 2002,Sony Computer Entertainment,2001,Sports,6,PS2,Traditional,Sony,Native,0.15,0.12,0.0,0.04,0.31
Bleach GC: Tasogare Ni Mamieru Shinigami,Sega,2005,Fighting,6,GC,Traditional,Nintendo,Native,0.0,0.0,0.08,0.0,0.08
Super Smash Bros. Brawl,Nintendo,2008,Fighting,7,Wii,Traditional,Nintendo,Native,6.75,2.61,2.66,1.02,13.04
Baldur's Gate: Dark Alliance II,Interplay,2004,Role-Playing,6,PS2,Traditional,Sony,Multi,0.34,0.26,0.0,0.09,0.6900000000000001
Picross 2,Nintendo,1996,Puzzle,4,GB,Portable,Nintendo,Native,0.0,0.0,0.35,0.0,0.35
Winter Sports 2: The Next Challenge,RTL,2008,Sports,7,DS,Portable,Nintendo,Multi,0.04,0.02,0.0,0.01,0.06999999999999999
Left Brain Right Brain: Use Both Hands Train Both Sides,505 Games,2007,Misc,7,DS,Portable,Nintendo,Native,0.15,0.0,0.0,0.01,0.16
Tiger Woods PGA Tour 2000,Electronic Arts,1998,Sports,5,PS,Traditional,Sony,Native,0.37,0.25,0.0,0.04,0.66
Chicken Blaster,Zushi Games,2009,Shooter,7,DS,Portable,Nintendo,Multi,0.04,0.0,0.0,0.0,0.04
WWE SmackDown vs Raw 2008,THQ,2007,Fighting,7,X360,Traditional,Microsoft,Multi,0.92,0.38,0.0,0.13,1.4300000000000002
Guitar Hero Live,Activision,2015,Misc,8,XOne,Traditional,Microsoft,Multi,0.29,0.17,0.0,0.05,0.51
The Wonderful 101,Nintendo,2013,Action,8,WiiU,Traditional,Nintendo,Native,0.2,0.1,0.08,0.03,0.41000000000000003
MX vs. ATV Reflex,THQ,2009,Racing,7,PSP,Portable,Sony,Multi,0.18,0.03,0.0,0.03,0.24
Dawn of Discovery,Ubisoft,2009,Simulation,7,PC,PC,PC,Multi,0.0,0.32,0.0,0.07,0.39
Pop'n Music,Konami Digital Entertainment,2009,Misc,7,Wii,Traditional,Nintendo,Native,0.07,0.0,0.0,0.01,0.08
Worldwide Soccer Manager 2008,Russel,2007,Sports,7,PC,PC,PC,Native,0.0,1.12,0.0,0.0,1.12
Avatar: The Last Airbender,THQ,2006,Adventure,6,GC,Traditional,Nintendo,Multi,0.39,0.1,0.0,0.01,0.5
Madden NFL 07,Electronic Arts,2006,Sports,6,PS2,Traditional,Sony,Multi,3.63,0.24,0.01,0.61,4.49
DmC: Devil May Cry,Capcom,2015,Action,8,XOne,Traditional,Microsoft,Multi,0.08,0.04,0.0,0.01,0.13
Canvas 2,Kadokawa Shoten,2006,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",505 Games,2005,Misc,7,DS,Portable,Nintendo,Native,0.07,0.0,0.0,0.0,0.07
Scaler,Take-Two Interactive,2004,Platform,6,GC,Traditional,Nintendo,Multi,0.03,0.01,0.0,0.0,0.04
WWF SmackDown! 2: Know Your Role,THQ,2000,Fighting,5,PS,Traditional,Sony,Native,1.76,1.21,0.07,0.16,3.1999999999999997
Goldeneye 007: Reloaded,Activision,2011,Shooter,7,PS3,Traditional,Sony,Multi,0.33,0.35,0.0,0.13,0.8099999999999999
Date A Live: Arusu Install,Compile Heart,2014,Adventure,7,PS3,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Tiger Woods PGA Tour 14,Electronic Arts,2013,Sports,7,X360,Traditional,Microsoft,Multi,0.21,0.13,0.0,0.03,0.37
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,Namco Bandai Games,2007,Action,6,PS2,Traditional,Sony,Native,0.0,0.0,0.08,0.0,0.08
Winx Club: Saving Alfea,Namco Bandai Games,2014,Action,8,3DS,Portable,Nintendo,Multi,0.0,0.01,0.0,0.0,0.01
SpongeBob: HeroPants,Activision,2015,Platform,8,3DS,Portable,Nintendo,Multi,0.03,0.0,0.0,0.0,0.03
NCAA Football 06,Electronic Arts,2005,Sports,6,XB,Traditional,Microsoft,Multi,0.73,0.21,0.0,0.03,0.97
Winx Club: Saving Alfea,Namco Bandai Games,2014,Action,7,DS,Portable,Nintendo,Multi,0.02,0.0,0.0,0.0,0.02
Thoroughbred Breeder,Hect,1993,Simulation,4,SNES,Traditional,Nintendo,Native,0.0,0.0,0.19,0.0,0.19
Datenshi no Amai Yuuwaku x Kaikan Phrase,FuRyu,2010,Adventure,7,DS,Portable,Nintendo,Native,0.0,0.0,0.01,0.0,0.01
Mobile Suit Gundam Seed,Namco Bandai Games,2003,Action,6,PS2,Traditional,Sony,Native,0.0,0.0,0.22,0.0,0.22
Real Heroes: Firefighter,Rondomedia,2009,Action,7,Wii,Traditional,Nintendo,Native,0.56,0.04,0.0,0.05,0.6500000000000001
Yogi Bear: The Video Game,D3Publisher,2010,Action,7,DS,Portable,Nintendo,Multi,0.1,0.03,0.0,0.01,0.14
PhotoKano,Kadokawa Shoten,2012,Adventure,7,PSP,Portable,Sony,Multi,0.0,0.0,0.09,0.0,0.09
Armored Core: Formula Front Extreme Battle,505 Games,2004,Simulation,7,PSP,Portable,Sony,Native,0.05,0.0,0.0,0.0,0.05
Pure,Disney Interactive Studios,2008,Racing,7,X360,Traditional,Microsoft,Multi,1.38,0.85,0.0,0.25,2.48
NASCAR 2005: Chase for the Cup,Electronic Arts,2004,Racing,6,XB,Traditional,Microsoft,Multi,0.34,0.1,0.0,0.02,0.4600000000000001
Doshin the Giant,Nintendo,2002,Simulation,6,GC,Traditional,Nintendo,Native,0.0,0.0,0.14,0.0,0.14
Suggoi! Arcana Heart 2,AQ Interactive,2009,Fighting,6,PS2,Traditional,Sony,Native,0.0,0.0,0.03,0.0,0.03
Fantasia: Music Evolved,Disney Interactive Studios,2014,Misc,8,XOne,Traditional,Microsoft,Multi,0.11,0.03,0.0,0.01,0.15000000000000002
Dragon Quest X,Square Enix,2012,Role-Playing,7,Wii,Traditional,Nintendo,Multi,0.0,0.0,0.96,0.0,0.96
Darksiders II,Nordic Games,2015,Action,8,PS4,Traditional,Sony,Multi,0.09,0.1,0.0,0.04,0.23
Arc Rise Fantasia,Marvelous Interactive,2009,Role-Playing,7,Wii,Traditional,Nintendo,Native,0.13,0.0,0.06,0.01,0.2
Patrician IV,Kalypso Media,2010,Strategy,7,PC,PC,PC,Native,0.03,0.0,0.0,0.0,0.03
Doki Doki! PreCure Narikiri Life!,Namco Bandai Games,2013,Action,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.04,0.0,0.04
Hamtaro: Ham-Ham Heartbreak,Nintendo,2002,Action,6,GBA,Portable,Nintendo,Native,0.26,0.1,0.0,0.01,0.37
Sentimental Graffiti: First Window,NEC Interchannel,1997,Adventure,5,SAT,Traditional,Sega,Native,0.0,0.0,0.08,0.0,0.08
Pretty Rhythm: My Deco Rainbow Wedding,Takara Tomy,2013,Misc,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.08,0.0,0.08
J-League Winning Eleven 9: Asia Championship,Konami Digital Entertainment,2005,Sports,6,PS2,Traditional,Sony,Native,0.0,0.0,0.11,0.0,0.11
Blue's Clues: Blue's Big Musical,THQ,2001,Misc,5,PS,Traditional,Sony,Native,0.28,0.19,0.0,0.03,0.5
Farmtopia,505 Games,2010,Simulation,7,DS,Portable,Nintendo,Native,0.18,0.0,0.0,0.01,0.19
FIFA Soccer 2005,Electronic Arts,2004,Sports,6,PS2,Traditional,Sony,Multi,0.58,2.48,0.04,0.59,3.69
Ghostbusters (2016),Activision,2016,Action,8,PS4,Traditional,Sony,Multi,0.02,0.0,0.0,0.01,0.03
Colin McRae Rally 2005 plus,Codemasters,2005,Racing,7,PSP,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
Worms Forts: Under Siege,Acclaim Entertainment,2004,Strategy,6,PS2,Traditional,Sony,Multi,0.05,0.04,0.0,0.01,0.09999999999999999
Culdcept DS,Sega,2008,Strategy,7,DS,Portable,Nintendo,Native,0.0,0.0,0.1,0.0,0.1
Dragon Ball Z: Harukanaru Densetsu (JP sales),Namco Bandai Games,2007,Role-Playing,7,DS,Portable,Nintendo,Native,0.0,0.0,0.15,0.0,0.15
Destiny: The Taken King,Activision,2015,Shooter,7,PS3,Traditional,Sony,Multi,0.16,0.17,0.02,0.06,0.41000000000000003
Mobile Suit Gundam,Namco Bandai Games,1995,Action,5,SAT,Traditional,Sega,Multi,0.0,0.0,0.41,0.0,0.41
Doraemon: Shin Nobita no Nihon Tanjou,FuRyu,2016,Misc,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.04,0.0,0.04
ZhuZhu Puppies,Activision,2011,Simulation,7,DS,Portable,Nintendo,Native,0.13,0.04,0.0,0.01,0.18000000000000002
XBLAZE Code: Embryo,Arc System Works,2013,Adventure,8,PSV,Portable,Sony,Multi,0.03,0.0,0.01,0.01,0.05
Spyro 2: Season of Flame,Vivendi Games,2002,Platform,6,GBA,Portable,Nintendo,Native,0.85,0.65,0.0,0.08,1.58
Rune Factory: Frontier,Rising Star Games,2008,Role-Playing,7,Wii,Traditional,Nintendo,Native,0.18,0.14,0.04,0.04,0.39999999999999997
Disney Infinity 3.0,Disney Interactive Studios,2015,Action,8,WiiU,Traditional,Nintendo,Multi,0.2,0.21,0.0,0.04,0.45
Big Brain Academy: Wii Degree,Nintendo,2007,Misc,7,Wii,Traditional,Nintendo,Native,1.06,1.93,0.41,0.43,3.8300000000000005
Stranger of Sword City,Nippon Ichi Software,2015,Role-Playing,8,PSV,Portable,Sony,Native,0.02,0.02,0.0,0.01,0.05
Nobunaga no Yabou Online: Houou no Shou,Ackkstudios,2012,Strategy,7,PS3,Traditional,Sony,Native,0.0,0.0,0.01,0.0,0.01
Alien Monster Bowling League,Destineer,2009,Sports,7,Wii,Traditional,Nintendo,Native,0.09,0.0,0.0,0.01,0.09999999999999999
"Hanayaka Kana, Ware ga Ichizoku",Idea Factory,2010,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
Def Jam Rapstar,Konami Digital Entertainment,2010,Misc,7,Wii,Traditional,Nintendo,Multi,0.31,0.02,0.0,0.02,0.35000000000000003
Animal Crossing,Nintendo,2001,Simulation,6,GC,Traditional,Nintendo,Native,1.92,0.16,0.99,0.09,3.16
The BIGS,Take-Two Interactive,2007,Sports,7,X360,Traditional,Microsoft,Multi,0.18,0.08,0.0,0.0,0.26
Dance on Broadway,Ubisoft,2010,Misc,7,Wii,Traditional,Nintendo,Multi,0.27,0.66,0.0,0.12,1.05
Dragon Quest Builders: Revive Alefgard,Square Enix,2016,Role-Playing,8,PSV,Portable,Sony,Multi,0.0,0.0,0.3,0.0,0.3
Nobunaga no Yabou: Souzou,Tecmo Koei,2014,Strategy,8,PS4,Traditional,Sony,Multi,0.0,0.0,0.06,0.0,0.06
Fight Night Round 2,Electronic Arts,2005,Fighting,6,XB,Traditional,Microsoft,Multi,0.42,0.16,0.0,0.02,0.6
Grand Prix,Activision,1981,Racing,2,2600,Traditional,Atari,Native,0.45,0.03,0.0,0.0,0.48
Scarface: The World is Yours,Vivendi Games,2006,Action,6,PS2,Traditional,Sony,Multi,0.99,0.04,0.0,0.16,1.19
Blood Bowl,Focus Home Interactive,2009,Sports,7,X360,Traditional,Microsoft,Multi,0.13,0.03,0.0,0.01,0.17
Yu-Gi-Oh! The Sacred Cards (American and Others sales),Konami Digital Entertainment,2002,Role-Playing,6,GBA,Portable,Nintendo,Native,0.84,0.27,0.0,0.05,1.16
Dragon Ball: XenoVerse,Namco Bandai Games,2015,Fighting,7,PS3,Traditional,Sony,Multi,0.15,0.2,0.14,0.07,0.56
Petz Nursery,Ubisoft,2009,Simulation,7,DS,Portable,Nintendo,Native,0.53,0.0,0.0,0.04,0.5700000000000001
Scarface: The World is Yours,Vivendi Games,2006,Action,6,XB,Traditional,Microsoft,Multi,0.37,0.11,0.0,0.02,0.5
Space Chimps,Brash Entertainment,2008,Platform,7,X360,Traditional,Microsoft,Multi,0.1,0.0,0.0,0.01,0.11
Outdoors Unleashed: Africa 3D,Mastiff,2011,Sports,8,3DS,Portable,Nintendo,Native,0.01,0.0,0.0,0.0,0.01
The Elder Scrolls Online,Bethesda Softworks,2015,Role-Playing,8,XOne,Traditional,Microsoft,Multi,0.77,0.38,0.0,0.12,1.27
God Eater 2,Namco Bandai Games,2013,Role-Playing,7,PSP,Portable,Sony,Multi,0.0,0.0,0.24,0.0,0.24
DS Uranai Seikatsu,Nintendo,2009,Misc,7,DS,Portable,Nintendo,Native,0.0,0.0,0.07,0.0,0.07
Wii Play: Motion,Nintendo,2011,Misc,7,Wii,Traditional,Nintendo,Native,0.24,0.43,0.18,0.09,0.9399999999999998
Nano Assault,Majesco Entertainment,2011,Shooter,8,3DS,Portable,Nintendo,Native,0.08,0.0,0.0,0.01,0.09
Mahjong Taikai,Tecmo Koei,2004,Misc,7,DS,Portable,Nintendo,Native,0.0,0.0,0.04,0.0,0.04
Hyperdimension Neptunia Victory II,Idea Factory International,2015,Role-Playing,8,PS4,Traditional,Sony,Native,0.0,0.0,0.04,0.0,0.04
Fairy Tail: Portable Guild,Konami Digital Entertainment,2010,Fighting,7,PSP,Portable,Sony,Native,0.0,0.0,0.11,0.0,0.11
F-Zero: GP Legend,Nintendo,2003,Racing,6,GBA,Portable,Nintendo,Native,0.11,0.04,0.0,0.0,0.15
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Activision,2007,Action,7,Wii,Traditional,Nintendo,Multi,0.52,0.03,0.0,0.04,0.5900000000000001
Junior Mystery Quest,GSP,2011,Puzzle,7,DS,Portable,Nintendo,Native,0.07,0.01,0.0,0.01,0.09
Monster High 13 Wishes,Little Orbit,2013,Action,8,WiiU,Traditional,Nintendo,Multi,0.02,0.0,0.0,0.0,0.02
NCAA Football 13,Electronic Arts,2012,Action,7,X360,Traditional,Microsoft,Multi,1.02,0.0,0.0,0.06,1.08
Madden NFL 09,Electronic Arts,2008,Sports,7,X360,Traditional,Microsoft,Multi,2.21,0.12,0.0,0.2,2.5300000000000002
Disney Infinity 3.0,Disney Interactive Studios,2015,Action,7,X360,Traditional,Microsoft,Multi,0.19,0.21,0.0,0.04,0.44
The History Channel: Battle for the Pacific,Activision,2007,Shooter,7,X360,Traditional,Microsoft,Multi,0.05,0.0,0.0,0.0,0.05
The Dark Spire,Success,2008,Role-Playing,7,DS,Portable,Nintendo,Native,0.04,0.0,0.0,0.0,0.04
Persona 4: Dancing All Night,Nippon Ichi Software,2015,Misc,8,PSV,Portable,Sony,Native,0.13,0.1,0.15,0.07,0.45
Missile Command,Atari,1980,Shooter,2,2600,Traditional,Atari,Multi,2.56,0.17,0.0,0.03,2.76
Dragon's Lair 3D: Return to the Lair,THQ,2002,Platform,6,GC,Traditional,Nintendo,Multi,0.03,0.01,0.0,0.0,0.04
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,Sega,2013,Sports,7,PSP,Portable,Sony,Native,0.0,0.0,0.04,0.0,0.04
Avatar: The Last Airbender,THQ,2006,Adventure,7,DS,Portable,Nintendo,Multi,0.3,0.01,0.0,0.03,0.33999999999999997
Namco Museum Vol.2,Sony Computer Entertainment,1996,Misc,5,PS,Traditional,Sony,Native,0.03,0.02,0.21,0.02,0.28
Imagine: My Restaurant,Ubisoft,2009,Simulation,7,DS,Portable,Nintendo,Native,0.0,0.07,0.0,0.01,0.08
Drivers Ed Portable,JoWood Productions,2008,Misc,7,DS,Portable,Nintendo,Native,0.05,0.0,0.0,0.0,0.05
UEFA Euro 2008 Austria-Switzerland,Electronic Arts,2008,Sports,7,X360,Traditional,Microsoft,Multi,0.08,0.23,0.0,0.03,0.33999999999999997
uDraw Studio: Instant Artist,THQ,2011,Misc,7,Wii,Traditional,Nintendo,Multi,0.08,0.09,0.0,0.02,0.18999999999999997
Rogue Ops,Kemco,2003,Action,6,GC,Traditional,Nintendo,Multi,0.04,0.01,0.0,0.0,0.05
Tony Hawk's Pro Skater 3,Activision,2002,Sports,6,GBA,Portable,Nintendo,Multi,0.37,0.14,0.0,0.01,0.52
GRID Autosport,Codemasters,2014,Racing,7,PS3,Traditional,Sony,Multi,0.05,0.11,0.01,0.04,0.21000000000000002
Shrek the Third,Activision,2007,Action,7,Wii,Traditional,Nintendo,Multi,0.26,0.01,0.0,0.02,0.29000000000000004
Naruto: Powerful Shippuden,Namco Bandai Games,2012,Platform,8,3DS,Portable,Nintendo,Native,0.08,0.02,0.04,0.01,0.15000000000000002
NHL Breakaway 98,Acclaim Entertainment,1996,Sports,5,PS,Traditional,Sony,Multi,0.08,0.05,0.0,0.01,0.14
Major League Baseball 2K8,Bethesda Softworks,2008,Sports,7,PS3,Traditional,Sony,Multi,0.28,0.0,0.0,0.02,0.30000000000000004
EverGrace,Ubisoft,2000,Role-Playing,6,PS2,Traditional,Sony,Native,0.1,0.08,0.15,0.03,0.36
Taiko no Tatsujin: Go! Go! Godaime,Namco Bandai Games,2004,Misc,6,PS2,Traditional,Sony,Native,0.0,0.0,0.2,0.0,0.2
American Chopper,Zoo Digital Publishing,2004,Racing,6,PS2,Traditional,Sony,Multi,0.35,0.01,0.0,0.06,0.42
